track_id,spotify_id,title,artist,duration_seconds,playlists,bpm,musical_key,camelot,energy,groove,vocal,role,key_confidence,preview_seconds,dynamic_range,harmonic_share,percussive_share,preview_url,analysis_source
spotify-25V0TNA8cZLVzLQpHa6rB1,25V0TNA8cZLVzLQpHa6rB1,Freaks,FISHER,175,"Techno, Afro, Soul & EDM | Techno Vibezz",125.0,F minor,4A,0.796,techno,0.44,peak,0.582,29.71,0.3128,0.5357,0.2216,https://p.scdn.co/mp3-preview/21f1c8b7dbf6d0fdf42856a9d678dace6542fd28,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-1KOTY2OVnEgua9eY76WxvT,1KOTY2OVnEgua9eY76WxvT,Azul,Funk Tribu,226,"Techno, Afro, Soul & EDM | Techno Vibezz",148.0,G minor,6A,0.783,techno,0.718,peak,0.679,25.94,0.1478,0.7167,0.1325,https://p.scdn.co/mp3-preview/0b4a9ede503324219f0de270b9b49252e858a496,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5e4II0hLokRNiw4q2uHeL8,5e4II0hLokRNiw4q2uHeL8,Better With You,"Nico Moreno, Novah, KIMI",211,"Techno, Afro, Soul & EDM | Techno Vibezz",154.0,F major,7B,0.506,techno,0.586,bridge,0.629,24.77,0.0995,0.6309,0.1366,https://p.scdn.co/mp3-preview/7df3f23ad9cd10a24b9115db4962b55cc518d587,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5JUOGoWTvUtTdedxOjTZ08,5JUOGoWTvUtTdedxOjTZ08,Back Online,ZIAGA,209,"Techno, Afro, Soul & EDM | Techno Vibezz",128.0,E major,12B,0.289,techno,0.489,opener,0.753,22.4,0.0562,0.5678,0.1457,https://p.scdn.co/mp3-preview/7b558f8acb65debe165d35abf70d17fba2f1a3fd,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-6ho0GyrWZN3mhi9zVRW7xi,6ho0GyrWZN3mhi9zVRW7xi,Losing It,FISHER,248,"Techno, Afro, Soul & EDM | Tech House Vibezz",125.0,G minor,6A,0.79,tech-house,0.316,peak,0.689,29.71,0.3161,0.4555,0.235,https://p.scdn.co/mp3-preview/32b2d8fe7295f497de941cc2a780d287975f723f,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5hmcw6bW5V24CvJqsz87We,5hmcw6bW5V24CvJqsz87We,On My Mind,"Diplo, SIDEPIECE",189,"Techno, Afro, Soul & EDM | Tech House Vibezz",123.0,G minor,6A,0.801,tech-house,0.721,vocal,0.63,15.61,0.0998,0.7189,0.1283,https://p.scdn.co/mp3-preview/beeacfca852f2cf28f43d1d0f8e4e12b5f660bbb,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5PL7k9QH7Kj7B4527dHvon,5PL7k9QH7Kj7B4527dHvon,La Verdolaga,"HUGEL, Totó La Momposina",150,"Techno, Afro, Soul & EDM | Afro Vibezz",125.0,B minor,10A,0.686,afro,0.567,bridge,0.722,15.49,0.1771,0.6184,0.16,https://p.scdn.co/mp3-preview/f9be01ff26cef3f31a4f30f575041ecddf93bb74,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5nZ9KC7vuQe8vy7N3M5YXj,5nZ9KC7vuQe8vy7N3M5YXj,Dile,Juos,150,"Techno, Afro, Soul & EDM | Afro Vibezz | Tech House Vibezz",131.0,F# minor,11A,0.922,tech-house,0.708,peak,0.629,29.71,0.2279,0.7103,0.1441,https://p.scdn.co/mp3-preview/047a80e89e397caa6ec14ece9ff5ea8db0f15b31,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-3szSyYRapmpvq9UKU3drwy,3szSyYRapmpvq9UKU3drwy,"Right Here, Right Now - Rework","Fatboy Slim, Topic, Marco Generani",145,"Techno, Afro, Soul & EDM | Afro Vibezz | House Vibezz",123.0,C# major,3B,0.597,afro,0.331,bridge,0.755,15.61,0.1471,0.4652,0.2252,https://p.scdn.co/mp3-preview/d41f822e08baa362edf14dc66120aa3126cac334,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-2SYt3HZ7dZ8EyvvrsJBrS6,2SYt3HZ7dZ8EyvvrsJBrS6,Loco,Tony Dark Eyes,135,"Techno, Afro, Soul & EDM | Tech House Vibezz",125.0,A minor,8A,0.551,tech-house,0.226,bridge,0.619,15.49,0.1169,0.3971,0.3097,https://p.scdn.co/mp3-preview/e647e7541dd76e4c3d4c23c55e3231322297bb21,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-3fwmJrwHkJrUcybkmTU8pd,3fwmJrwHkJrUcybkmTU8pd,Shingaling Shingaling,"Cumbiafrica, Lost Minds, Reebs",146,"Techno, Afro, Soul & EDM | Tech House Vibezz",128.0,G major,9B,0.699,tech-house,0.508,bridge,0.653,15.0,0.1024,0.5803,0.1991,https://p.scdn.co/mp3-preview/4e8b56573dff7eb94df3be9b56bee92df1101c4e,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-46d9wSmQTSyBrJKQ9YwNHb,46d9wSmQTSyBrJKQ9YwNHb,Cap,Enzo is Burning,199,"Techno, Afro, Soul & EDM | Tech House Vibezz",129.0,F# minor,11A,0.62,tech-house,0.658,bridge,0.682,29.71,0.1263,0.6778,0.1435,https://p.scdn.co/mp3-preview/4b6fa14666e90b0c0f3a6481b62c00be32c95fbc,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-4FHXsehfIbyPCJLP7fCnIF,4FHXsehfIbyPCJLP7fCnIF,Ritmo,Raffa Fl,183,"Techno, Afro, Soul & EDM | Tech House Vibezz",125.0,G minor,6A,0.922,tech-house,0.743,vocal,0.571,29.71,0.3165,0.7333,0.0832,https://p.scdn.co/mp3-preview/55625da9755e64c7c31574d4546d97f32efc10f2,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-7DxrTNmUprBMQ0RV45xreb,7DxrTNmUprBMQ0RV45xreb,Verano En NY,Toman,245,"Techno, Afro, Soul & EDM | Tech House Vibezz",126.0,G minor,6A,0.709,tech-house,0.631,bridge,0.646,15.24,0.1337,0.6599,0.1569,https://p.scdn.co/mp3-preview/33aad94bb64a187be26be57decf53a99d407257f,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-0FIAB3qd9n8Va9rhmRjteH,0FIAB3qd9n8Va9rhmRjteH,La La La,"Sinego, Fernando Milagros, Daybreaker, Benziê",303,"Techno, Afro, Soul & EDM | Afro Vibezz",125.0,C# major,3B,0.701,afro,0.607,bridge,0.551,15.49,0.1476,0.6443,0.1446,https://p.scdn.co/mp3-preview/d2f6edff99f5b0655ee8cc37e90ed51ce7aeea9d,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-3wlEt7tgbcyowpdlcnCwfz,3wlEt7tgbcyowpdlcnCwfz,Sauti,"Francis Mercier, Faul & Wad, African Children's Choir",208,"Techno, Afro, Soul & EDM | Afro Vibezz",122.0,G minor,6A,0.706,afro,0.376,bridge,0.63,29.71,0.3471,0.4946,0.1871,https://p.scdn.co/mp3-preview/16c43ff4dbfbe13c4a5d4409b6cd5c177631b87b,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5Lm6Vl5RjOF77si7Tv5Usz,5Lm6Vl5RjOF77si7Tv5Usz,Tambora,"Faul & Wad, MESTIZA, Martina Camargo",150,"Techno, Afro, Soul & EDM | Afro Vibezz",125.0,G# minor,1A,0.624,afro,0.42,bridge,0.672,15.36,0.1661,0.5227,0.2301,https://p.scdn.co/mp3-preview/0a180304b1f17058cb1b624cbbc6323796b95389,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5XOzAn4HqJDrjDHt65rt7L,5XOzAn4HqJDrjDHt65rt7L,Bailalo,RAFFA GUIDO,212,"Techno, Afro, Soul & EDM | Afro Vibezz",122.0,A# minor,3A,0.417,afro,0.125,builder,0.587,15.73,0.0962,0.3313,0.3373,https://p.scdn.co/mp3-preview/d3d928b68118b3de59ab826cfe4899b05ea67103,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-6rR9j58vyiStN9CefIGVm7,6rR9j58vyiStN9CefIGVm7,Mi Alma,Dennis Cartier,151,"Techno, Afro, Soul & EDM | Afro Vibezz",122.0,E minor,9A,0.719,afro,0.517,bridge,0.543,15.72,0.2431,0.5864,0.1957,https://p.scdn.co/mp3-preview/9586c577c0c146286b4efdfcfc362abc5fc778a3,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-7IUGkB1cmE78vv9wlYtfER,7IUGkB1cmE78vv9wlYtfER,Coge El Paso,"HUGEL, DERON, La Payara",148,"Techno, Afro, Soul & EDM | Afro Vibezz",125.0,A minor,8A,0.325,afro,0.514,builder,0.88,29.0,0.0695,0.584,0.1613,https://p.scdn.co/mp3-preview/c43930fa688b74fb6a8ded8366effeb42f62f36c,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-6SeZObDDZZiJmzY4qgfh57,6SeZObDDZZiJmzY4qgfh57,Capitale,Illyus Barrientos,203,"Techno, Afro, Soul & EDM | House Vibezz",125.0,F# major,2B,0.292,house,0.274,opener,0.659,15.37,0.0543,0.4282,0.2361,https://p.scdn.co/mp3-preview/fbe39471ac670e17f3d607a5a2ed76b5792fd7a2,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-7e9eZ3JJ0JPkfNNrLsWBt5,7e9eZ3JJ0JPkfNNrLsWBt5,Velvet Night,WOGEL,264,"Techno, Afro, Soul & EDM | House Vibezz",125.0,F# major,2B,0.392,house,0.561,builder,0.693,15.46,0.069,0.6144,0.1905,https://p.scdn.co/mp3-preview/d47af49f0657adef51dcac23356fbdaaac8ba755,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-7q7xQ91AWU1PFni84RznU9,7q7xQ91AWU1PFni84RznU9,Conga - Radio Edit,Massivedrum,136,"Techno, Afro, Soul & EDM | House Vibezz",126.0,G major,9B,0.355,house,0.095,builder,0.671,29.71,0.0877,0.3117,0.3348,https://p.scdn.co/mp3-preview/48f8603f3fb7502879af899415448353867f6972,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-2NPOfAcuPVBilgRETr0qJq,2NPOfAcuPVBilgRETr0qJq,Heaven (feat. Yousra),"Tomas Grey, Yousra",149,"Techno, Afro, Soul & EDM | Techno Vibezz",133.0,C# minor,12A,0.336,techno,0.499,builder,0.708,28.87,0.1536,0.5744,0.1933,https://p.scdn.co/mp3-preview/b174523861cd3a9ac04f186ffe4bb8cdf0ca68e2,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5PI6kX5XDbiLsTjX7qJjE2,5PI6kX5XDbiLsTjX7qJjE2,Don't Wake Us Up - Extended Mix,"JOA, James Carter",245,"Techno, Afro, Soul & EDM | Techno Vibezz",132.0,F minor,4A,0.395,techno,0.648,builder,0.762,29.09,0.1446,0.6714,0.1277,https://p.scdn.co/mp3-preview/562449c2b3bc64bafcdf2cce6a1ecc691e68bd34,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-1dZufI94FSPvNcHzbr0nT2,1dZufI94FSPvNcHzbr0nT2,Missing Part of Me,JOA,224,"Techno, Afro, Soul & EDM | Techno Vibezz",128.0,E minor,9A,0.641,techno,0.602,bridge,0.8,15.11,0.0921,0.6413,0.1426,https://p.scdn.co/mp3-preview/0055003e2c9375fae6799830dfd9fd4f3dcb5744,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-55Zql8avsQO7zPiBqJvFAI,55Zql8avsQO7zPiBqJvFAI,SINCE '06,ASK YOUR FRIENDS,122,"Techno, Afro, Soul & EDM | House Vibezz",138.0,B minor,10A,0.377,house,0.705,builder,0.8,25.98,0.0893,0.7086,0.1118,https://p.scdn.co/mp3-preview/81ed5544d8497e83d9233e6e99966b3aab5eb597,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
