track_id,spotify_id,title,artist,duration_seconds,playlists,bpm,musical_key,camelot,energy,groove,vocal,role,key_confidence,preview_seconds,dynamic_range,harmonic_share,percussive_share,preview_url,analysis_source
spotify-21fAjb3K01LujY841IMbtA,21fAjb3K01LujY841IMbtA,Ira - Yubik Remix,"Enai, Yubik",343,"Techno, Afro, Soul & EDM | Techno Vibezz",123.0,C minor,5A,0.621,techno,0.624,bridge,0.639,29.71,0.1573,0.6555,0.1129,https://p.scdn.co/mp3-preview/7be2e2f490e966ff830efc4fe0caf7b29a0b27ec,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-22LA2VZOMM5TEFA7yu1o9B,22LA2VZOMM5TEFA7yu1o9B,World's Perception - Enai Remix,"Hollt, Enai",288,"Techno, Afro, Soul & EDM | Techno Vibezz",125.0,D minor,7A,0.906,techno,0.388,peak,0.656,29.71,0.3262,0.5023,0.231,https://p.scdn.co/mp3-preview/7bf1756074ab70a74707ccc60c5bb9a8d0be51cd,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-30Z6Dp5Ddy6FN3xjm1XXLS,30Z6Dp5Ddy6FN3xjm1XXLS,DONA,"Argy, Omiki",169,"Techno, Afro, Soul & EDM | Techno Vibezz",132.0,D# major,5B,0.44,techno,0.49,builder,0.73,29.09,0.1629,0.5683,0.1621,https://p.scdn.co/mp3-preview/a28c4be6cba6e57b9ce3fb4fded9470c1e3d57c4,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-3s7tZDGRWJ4wL8x9na9MKE,3s7tZDGRWJ4wL8x9na9MKE,Dream,Ontonic,260,"Techno, Afro, Soul & EDM | Techno Vibezz",120.0,B major,1B,0.225,techno,0.688,opener,0.683,15.97,0.0525,0.6974,0.071,https://p.scdn.co/mp3-preview/8412ab4f27dbdea44eef069c9bc0d152b49006a4,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-6n9Nhx5nhAPrsnjQpL8zna,6n9Nhx5nhAPrsnjQpL8zna,Giza,"Anyma, 19:26",299,"Techno, Afro, Soul & EDM | Techno Vibezz",131.0,G minor,6A,0.714,techno,0.578,bridge,0.746,25.24,0.1402,0.6256,0.1586,https://p.scdn.co/mp3-preview/aae049ebb49216b02d8bf06982722ad6b2c92111,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-6u5uJUkN4Virf2lLxRCcve,6u5uJUkN4Virf2lLxRCcve,Universe,Ontonic,227,"Techno, Afro, Soul & EDM | Techno Vibezz",120.0,D# minor,2A,0.283,techno,0.746,vocal,0.67,15.99,0.0585,0.7346,0.0828,https://p.scdn.co/mp3-preview/65c1a5e2e419986d9b09101a813b1921c2007cae,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-2da0QdMmeCnZURi2Pdy2Sj,2da0QdMmeCnZURi2Pdy2Sj,Lavisa,Jason Padrone,228,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,G minor,6A,0.842,afro,0.801,vocal,0.601,29.71,0.1959,0.7706,0.0979,https://p.scdn.co/mp3-preview/9a2fe38b72b9449e85d582fac24b0e233441329b,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-2yejwvLnmVFtwrMQlaRWgP,2yejwvLnmVFtwrMQlaRWgP,El Dorado,"HotLap, UVITA",193,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,F# minor,11A,0.907,afro,0.395,peak,0.633,16.0,0.381,0.5069,0.1937,https://p.scdn.co/mp3-preview/4b5d02b948aa896c0b5050ec000a98a9e0509e1f,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5jpXBy9DB4kbuNLwGceYOy,5jpXBy9DB4kbuNLwGceYOy,Mind,"KEKURA, Kalyma, YOSHE",239,"Techno, Afro, Soul & EDM | Afro Vibezz",122.0,F# major,2B,0.657,afro,0.763,vocal,0.522,15.73,0.1138,0.7458,0.1039,https://p.scdn.co/mp3-preview/7d9ad426b9ebecc242f6b9f063ff77f960e83375,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-0G6r9pghzSm8gGfgV64pHn,0G6r9pghzSm8gGfgV64pHn,Melodia,"Argy, MEDUZA, PollyAnna",183,"Techno, Afro, Soul & EDM | Techno Vibezz",132.0,A# minor,3A,0.239,techno,0.578,opener,0.789,29.12,0.0673,0.626,0.1192,https://p.scdn.co/mp3-preview/4fb16f2520a841556205eb248d68a72d527f2fa0,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-1GBBbKOarAJ38HwIfLcOji,1GBBbKOarAJ38HwIfLcOji,Eternity,"Anyma, Chris Avantgarde",186,"Techno, Afro, Soul & EDM | Techno Vibezz",125.0,C major,8B,0.779,techno,0.57,peak,0.643,29.71,0.3378,0.6204,0.1538,https://p.scdn.co/mp3-preview/d5ff3acbfa133d9084ffb516907530958d22514a,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-6mAIXsvt8eEIKSskw3YPth,6mAIXsvt8eEIKSskw3YPth,Hypnotized (feat. Ellie Goulding),"Anyma, Ellie Goulding",180,"Techno, Afro, Soul & EDM | Techno Vibezz",125.0,G major,9B,0.535,techno,0.459,bridge,0.54,15.36,0.109,0.5485,0.1388,https://p.scdn.co/mp3-preview/bbee68c9789ac7e79b7f3d5c02dd3596d0bf42de,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-6XqcxYifLCONJ1UWIX6HHZ,6XqcxYifLCONJ1UWIX6HHZ,Puer,Cherry (UA),205,"Techno, Afro, Soul & EDM | Techno Vibezz",126.0,E minor,9A,0.531,techno,0.673,bridge,0.55,15.24,0.0808,0.6875,0.1228,https://p.scdn.co/mp3-preview/c77abd4e951e2b535541d00f9a387239bfcd25bf,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-7KxCyR3pCUqH136EvCDMun,7KxCyR3pCUqH136EvCDMun,Pictures Of You - Cassian Remix,"Anyma, Cassian",243,"Techno, Afro, Soul & EDM | Techno Vibezz",128.0,E minor,9A,0.74,techno,0.543,bridge,0.716,29.71,0.2814,0.603,0.1182,https://p.scdn.co/mp3-preview/dc44826cbd934cdb3f466cfcb902676c6fcfcbcd,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5z9gPjsnHWvSj6F8rP50Pu,5z9gPjsnHWvSj6F8rP50Pu,Do U Wanna (Extended Mix),"Naarly, Moonshine, Lucas Estrada",250,"Techno, Afro, Soul & EDM | Afro Vibezz",123.0,F# minor,11A,0.52,afro,0.327,bridge,0.732,15.6,0.1955,0.4625,0.3153,https://p.scdn.co/mp3-preview/7a4e04977b9a0796dcb903e61a96e803b5cc1ac5,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-4dJVDcdrTwB0sDBbw4TfXR,4dJVDcdrTwB0sDBbw4TfXR,Window Shake,"Argy, SOLANCE",156,"Techno, Afro, Soul & EDM | Techno Vibezz",129.0,D# minor,2A,0.728,techno,0.658,bridge,0.55,14.88,0.0973,0.6776,0.1279,https://p.scdn.co/mp3-preview/6c7cc4222388887826230d28998d8ca1e3b3d3f2,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-0Qp3W3eVtMJstjG8wOGYTY,0Qp3W3eVtMJstjG8wOGYTY,You,"LEWS, nobodyknowsjones",140,"Techno, Afro, Soul & EDM | Afro Vibezz",123.0,D# minor,2A,0.3,afro,0.527,opener,0.654,16.92,0.0968,0.5924,0.1874,https://p.scdn.co/mp3-preview/b58d6037adbd514c67a00c7d38817cff6e6e22f3,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-35dt2bP4CcBzepyufQbvYZ,35dt2bP4CcBzepyufQbvYZ,Fire Fire,"Shimza, AR/CO, Kasango",150,"Techno, Afro, Soul & EDM | Afro Vibezz",125.0,G minor,6A,0.491,afro,0.478,bridge,0.662,15.34,0.1223,0.561,0.1812,https://p.scdn.co/mp3-preview/6bff4c2adc4233f5214493b48682dbc88d99ec89,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-3hH3ypxqE0JwYq4mfyYmlD,3hH3ypxqE0JwYq4mfyYmlD,Body,"Topic, Fireboy DML, Nico Santos",194,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,A# minor,3A,0.247,afro,0.493,opener,0.842,16.01,0.058,0.5706,0.1898,https://p.scdn.co/mp3-preview/832cb80b28c86aff61b947b63090435a7f8c009b,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-3oKi7Fp9JhDLTKaW6fZLwO,3oKi7Fp9JhDLTKaW6fZLwO,Bad Girls Like You - English Version,"Tobii, DOLLA",186,"Techno, Afro, Soul & EDM | Afro Vibezz",133.0,E minor,9A,0.743,afro,0.684,bridge,0.713,19.2,0.1823,0.6945,0.1305,https://p.scdn.co/mp3-preview/2279710c7755567e5f51217fcb10c19bc43c0133,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-3VXJln5ZvlvzbsjJFhRhZE,3VXJln5ZvlvzbsjJFhRhZE,Addicted (feat. TIMID.),"Naarly, Daytona, LEWS, FIRSTCLASS, TIMID.",134,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,G# minor,1A,0.479,afro,0.518,bridge,0.52,15.88,0.1218,0.5865,0.1769,https://p.scdn.co/mp3-preview/6a98f5f969e0bbd60c5ede525ead1dd8f36fdee8,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-4zBLxrB4WI9tu7wO9PIJM3,4zBLxrB4WI9tu7wO9PIJM3,Aluna (Afro House),Dj Vini,253,"Techno, Afro, Soul & EDM | Afro Vibezz",123.0,G# minor,1A,0.613,tribal,0.04,bridge,0.543,15.6,0.229,0.2607,0.4769,https://p.scdn.co/mp3-preview/f77ef5d6040c7fc6a44b2e0bbb8eb8d1feb94c69,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5ZUIPLoTLJZrPQh2kFZEUM,5ZUIPLoTLJZrPQh2kFZEUM,Addicted,"Zerb, The Chainsmokers, Ink",152,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,F minor,4A,0.885,afro,0.591,peak,0.594,29.71,0.3936,0.634,0.1427,https://p.scdn.co/mp3-preview/0f6ed1e0061fffcc2e67d06f33a8a92ab7cf2952,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-0LGUxRAobq2shxKN3xtnMJ,0LGUxRAobq2shxKN3xtnMJ,Weyu,"Lucas Estrada, Lenji, Amadi Blue",133,"Techno, Afro, Soul & EDM | Afro Vibezz",117.0,F# minor,11A,0.507,afro,0.461,bridge,0.846,16.41,0.1087,0.5494,0.1854,https://p.scdn.co/mp3-preview/e4b6005c913eb224d99ebc426527cd120492b98a,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-0ntYber3YdK1ESxE9LiXoc,0ntYber3YdK1ESxE9LiXoc,Move,"Stryv, Camila Cabello, Malachiii, Adam Port, Keinemusik, Orso",180,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,G# minor,1A,0.465,afro,0.621,bridge,0.637,16.0,0.1886,0.6538,0.136,https://p.scdn.co/mp3-preview/77e409ffdb53f4563a530f807c0866e46b9ceb9a,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-2D9coh76MCXNqDEUCHl5vl,2D9coh76MCXNqDEUCHl5vl,AWGAZI,"Palm Monkey, RUSSI, The Palm Tree Boy",166,"Techno, Afro, Soul & EDM | Afro Vibezz",117.0,G# major,4B,0.492,afro,0.465,bridge,0.693,16.27,0.1125,0.5523,0.1484,https://p.scdn.co/mp3-preview/480aee0c2bf9118b073ddd556aab57f8119021c2,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-418UFQyQAk6qukmov5uHlr,418UFQyQAk6qukmov5uHlr,Temperatura,"Andor Gabriel, Jerome Sydor",228,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,C# major,3B,0.695,afro,0.403,bridge,0.632,15.99,0.2329,0.5121,0.1882,https://p.scdn.co/mp3-preview/148ff68a14ef6618caf7d5f30132bd4f5b540ee5,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5nPbKG04fhLkIAjcPFaZq7,5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",214,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,E minor,9A,0.832,afro,0.672,peak,0.593,29.71,0.2216,0.6871,0.1232,https://p.scdn.co/mp3-preview/b3e7350b1d594e2b87d7dd7901f9c3e40e069865,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-76952ZbAHlgMqrIEMqYkgB,76952ZbAHlgMqrIEMqYkgB,Papaoutai - Afro Soul,"mikeeysmind, Chill77, Unjaps",279,"Techno, Afro, Soul & EDM | Afro Vibezz",136.0,C# major,3B,0.518,afro,0.644,builder,0.683,18.97,0.0654,0.6683,0.0983,https://p.scdn.co/mp3-preview/d57d7971274ceff4f23c1899ec3d5090b4d99bcf,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-7BM311QgIRlXRTZsPCIsQP,7BM311QgIRlXRTZsPCIsQP,Away,"Topic, Sofiya Nzau",238,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,G# minor,1A,0.476,afro,0.52,builder,0.714,16.0,0.0725,0.5881,0.157,https://p.scdn.co/mp3-preview/03b3362b7e841d9804cf0ac4522d750894febf08,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-0KVxwBlnjoxP9BOnZ4OfHo,0KVxwBlnjoxP9BOnZ4OfHo,Dame tu Mano (Take My Hand),"Heliograph, Palau",178,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,G minor,6A,0.485,afro,0.62,bridge,0.587,16.12,0.1165,0.653,0.1527,https://p.scdn.co/mp3-preview/2da494b72413d8943d137aa4cd08a1a28162632a,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-0smB5zD5CJYMtdXvS2qS5A,0smB5zD5CJYMtdXvS2qS5A,Unforgettable,"Alok, Daecolm, Malou",154,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,E minor,9A,0.464,afro,0.581,bridge,0.588,16.0,0.0892,0.6275,0.1586,https://p.scdn.co/mp3-preview/1582e30acb5a98ce599002631afb1a5de960f728,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-1lIT2ZiOQetROcnkCRK4pf,1lIT2ZiOQetROcnkCRK4pf,Azizam,"merchant, Jordan Grace",131,"Techno, Afro, Soul & EDM | Afro Vibezz",125.0,C# major,3B,0.643,afro,0.516,bridge,0.598,15.48,0.1872,0.5852,0.1343,https://p.scdn.co/mp3-preview/eab8bec6a9622b023a5c826addf6521f1f59c8bf,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-1o9D0rUusi2V5idyOEOPII,1o9D0rUusi2V5idyOEOPII,Sweet Dreams (Are Made of This),"Winati, Moonshine, BELLMAN, Louise CS",176,"Techno, Afro, Soul & EDM | Afro Vibezz",126.0,A minor,8A,0.853,afro,0.697,peak,0.676,29.71,0.2522,0.7033,0.1232,https://p.scdn.co/mp3-preview/820d4ae9950b1d9d2d231b9b029525318e182804,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-2jWZ9NZotZb2hN5obKx2FA,2jWZ9NZotZb2hN5obKx2FA,Loosen Up,"HUGEL, Dawty, Preston Harris",180,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,G minor,6A,0.656,afro,0.496,bridge,0.69,16.0,0.1928,0.5725,0.1748,https://p.scdn.co/mp3-preview/c6f50a98523da49f719200fa60847747de20a54a,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-4hC6vZO3aw9SlsmMboQVJE,4hC6vZO3aw9SlsmMboQVJE,EYES,RUSSI,135,"Techno, Afro, Soul & EDM | Afro Vibezz",117.0,D# minor,2A,0.623,afro,0.387,bridge,0.699,16.27,0.1498,0.5017,0.2349,https://p.scdn.co/mp3-preview/969c900b5f39ab695a35d618804602a6da0130d0,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-62zDU1uPbP5VzM1QEgPnae,62zDU1uPbP5VzM1QEgPnae,La Luna,Heliograph,186,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,C# major,3B,0.52,afro,0.512,bridge,0.65,16.01,0.146,0.5827,0.1651,https://p.scdn.co/mp3-preview/99784c90363bc46ba3980e0bcdec25049b5effad,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-0bruK7CIEhyQO8tzeRTnjg,0bruK7CIEhyQO8tzeRTnjg,Waitin',HotLap,224,"Techno, Afro, Soul & EDM | Afro Vibezz",122.0,F# minor,11A,0.754,afro,0.353,lifter,0.624,15.73,0.2257,0.4795,0.2299,https://p.scdn.co/mp3-preview/6aaa20bcf6c0f7dcb2bcd7e74955747da4a62b2e,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-2bR6kl5tv8SU8Ps0mrH8Wy,2bR6kl5tv8SU8Ps0mrH8Wy,Feel The Love - Hotlap Remix,"andhim, AMÉMÉ, Malou, Avi Snow, HotLap",212,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,F major,7B,0.255,afro,0.455,opener,0.653,16.01,0.0631,0.5458,0.1759,https://p.scdn.co/mp3-preview/b6f70d3638bd897bd8880735df46a42a14c1321f,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-4gACQVwjtFrI0NdK5n4idc,4gACQVwjtFrI0NdK5n4idc,Let's Work,Touzani,210,"Techno, Afro, Soul & EDM | Afro Vibezz",122.0,G# minor,1A,0.397,afro,0.091,builder,0.71,29.0,0.0729,0.3094,0.4166,https://p.scdn.co/mp3-preview/d64f2f5dcaa6ef7f3e4529bc5dd1fa036c8c8ed6,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-54LuSuR8NpNvmqL8VohoUy,54LuSuR8NpNvmqL8VohoUy,Sunbeam,HotLap,290,"Techno, Afro, Soul & EDM | Afro Vibezz",125.0,F# minor,11A,0.899,afro,0.731,vocal,0.587,15.49,0.3281,0.7249,0.1049,https://p.scdn.co/mp3-preview/46937ed42705415cb70265f1e47b248beead3387,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-5JT9hOxKU03tW2VA80Q8X7,5JT9hOxKU03tW2VA80Q8X7,Hey Mama,Bletter,212,"Techno, Afro, Soul & EDM | Afro Vibezz",123.0,G major,9B,0.741,afro,0.448,bridge,0.577,15.49,0.1836,0.5412,0.2056,https://p.scdn.co/mp3-preview/c2234facf1f4c094257e94ea934da92cffed4119,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-0V9raTkW24E3mrf7ZemeNB,0V9raTkW24E3mrf7ZemeNB,I Wanna Be Yours,Nick Varell,179,"Techno, Afro, Soul & EDM | Afro Vibezz",122.0,G major,9B,0.489,afro,0.465,bridge,0.533,15.95,0.1381,0.5523,0.1679,https://p.scdn.co/mp3-preview/81fcba59f43955da80f9b0cc10fa46aa67be8b7d,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-1wOdMqYDHqILKGco6AbKdB,1wOdMqYDHqILKGco6AbKdB,Touch Me - Hotlap Remix,"Pole Position, HotLap",205,"Techno, Afro, Soul & EDM | Afro Vibezz",125.0,D major,10B,0.621,afro,0.332,bridge,0.672,15.84,0.1394,0.4655,0.2319,https://p.scdn.co/mp3-preview/a297fa07f2003becd466a80c8e7180a4805139df,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-1wWXUVWny5JJHxMvsAjAxD,1wWXUVWny5JJHxMvsAjAxD,Commas,HotLap,276,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,E minor,9A,0.674,afro,0.538,bridge,0.686,16.0,0.1976,0.5998,0.1418,https://p.scdn.co/mp3-preview/9bd44aec255d8cf402bfc40fbc4ecdb3a32b019f,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-2KuQ9Au4R0WasDJ8fDRHxT,2KuQ9Au4R0WasDJ8fDRHxT,Shelter,"HotLap, UVITA",221,"Techno, Afro, Soul & EDM | Afro Vibezz",122.0,G# minor,1A,0.874,afro,0.541,peak,0.576,15.74,0.372,0.6016,0.1562,https://p.scdn.co/mp3-preview/8b0779cdb106afb8c5b752c8378c03f7f3a6f9dc,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-6VSPib5LDroLjQXXVk50gd,6VSPib5LDroLjQXXVk50gd,Pinnacle,"HotLap, Eli Moon",236,"Techno, Afro, Soul & EDM | Afro Vibezz",126.0,D major,10B,0.905,afro,0.419,peak,0.6,29.71,0.3226,0.5226,0.1915,https://p.scdn.co/mp3-preview/a13b1330a88f2deab04dc2f77fb6768e261fb1ae,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-7k0kq03bs3micRAVvYgzg8,7k0kq03bs3micRAVvYgzg8,You & I,"HotLap, SHELLS",175,"Techno, Afro, Soul & EDM | Afro Vibezz",125.0,G minor,6A,0.545,afro,0.47,bridge,0.739,29.71,0.1645,0.5557,0.1775,https://p.scdn.co/mp3-preview/f1967fd3036f457b24fbb01463e53ed109d305c8,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-45cq4eLrpEyFbsa75bLteB,45cq4eLrpEyFbsa75bLteB,Nikotam,"Backeer, Elline",303,"Techno, Afro, Soul & EDM | Afro Vibezz",122.0,G minor,6A,0.709,afro,0.629,bridge,0.6,29.71,0.2055,0.6586,0.1181,https://p.scdn.co/mp3-preview/7ba2d97386bad5cfc45a8a63b61d51706a4d1f42,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-6jkHEZaCSCOQ7M7Cwnw91Q,6jkHEZaCSCOQ7M7Cwnw91Q,Maledhi,"Mindloco, Lazaros",216,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,A minor,8A,0.284,afro,0.491,opener,0.82,15.99,0.1085,0.5693,0.1605,https://p.scdn.co/mp3-preview/74a91c025f1a18e33597cd45079757eb2c36ba4e,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-6nuH5zRlWzuzZr9fA4IcpY,6nuH5zRlWzuzZr9fA4IcpY,No More,"Breakstorm, &SARA, David Eusse",214,"Techno, Afro, Soul & EDM | Afro Vibezz",125.0,F minor,4A,0.749,afro,0.467,bridge,0.588,15.49,0.3214,0.5537,0.2437,https://p.scdn.co/mp3-preview/b8354ef80fb0c1d5475dafdfcafde4bba040dc46,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-70OtvVapZmDucK1owYRf3Z,70OtvVapZmDucK1owYRf3Z,Nei Ali,Berin,222,"Techno, Afro, Soul & EDM | Afro Vibezz",120.0,F minor,4A,0.888,afro,0.43,peak,0.687,16.0,0.3205,0.5296,0.2683,https://p.scdn.co/mp3-preview/d5de202750a531ad2bcf25c2c2884331a19e13c2,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-7dDoLRPOgIdxDPN60P5vR2,7dDoLRPOgIdxDPN60P5vR2,Saliluti - Radio Mix,Chriszg,220,"Techno, Afro, Soul & EDM | Afro Vibezz",123.0,D major,10B,0.785,afro,0.061,peak,0.56,15.62,0.1669,0.2899,0.3577,https://p.scdn.co/mp3-preview/aa4501eb8d6c2d26996534c6d02f72af9f251774,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-2dyfnrBpCyinfhdZN4IsF3,2dyfnrBpCyinfhdZN4IsF3,Pull Out The Fire,"Kashovski, blackbird",174,"Techno, Afro, Soul & EDM | Afro Vibezz",125.0,G minor,6A,0.579,afro,0.857,vocal,0.815,15.6,0.1579,0.8069,0.0638,https://p.scdn.co/mp3-preview/a99c8e23fa3479a630ecc4e4428e8d11b0199364,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-0wGlXAZU2OQlOiCghAOCqm,0wGlXAZU2OQlOiCghAOCqm,Like A Child,"Armin van Buuren, Argy, Marlo Rex",183,"Techno, Afro, Soul & EDM | Techno Vibezz",132.0,F minor,4A,0.341,techno,0.855,vocal,0.807,29.09,0.0706,0.8055,0.0667,https://p.scdn.co/mp3-preview/a4ebfefa55812037b33d5d397c1a7f9e9c60e199,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-1UhzFALHc9kjh3UqRJjR02,1UhzFALHc9kjh3UqRJjR02,WIND,"Argy, Omiki",190,"Techno, Afro, Soul & EDM | Techno Vibezz",128.0,D minor,7A,0.279,techno,0.548,opener,0.766,15.12,0.058,0.606,0.1174,https://p.scdn.co/mp3-preview/3ac7d2c33fdac8bc842aaf2560a2eb6ca6308fca,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-4G6RcByL6hwtBJdhJDniFf,4G6RcByL6hwtBJdhJDniFf,MANTRA,"Argy, Omiki, Lell Nahar",181,"Techno, Afro, Soul & EDM | Techno Vibezz",128.0,C minor,5A,0.29,techno,0.601,opener,0.724,14.99,0.028,0.641,0.1202,https://p.scdn.co/mp3-preview/2af16df18dc40a78aae11ad109a5ff43fb6135cd,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-3AjSfp5FDvwtMU9XBsbS8j,3AjSfp5FDvwtMU9XBsbS8j,Push Up - Main Edit,Creeds,139,"Techno, Afro, Soul & EDM | Techno Vibezz",150.0,G major,9B,0.753,techno,0.455,lifter,0.661,25.98,0.2278,0.546,0.3045,https://p.scdn.co/mp3-preview/b506e1e55d0d4b0ee2ec4f5f3d613f7252cecf78,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
spotify-09CnYHiZ5jGT1wr1TXJ9Zt,09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",140,"Techno, Afro, Soul & EDM | Techno Vibezz",150.0,B major,1B,0.636,techno,0.505,bridge,0.694,29.71,0.3125,0.5784,0.1432,https://p.scdn.co/mp3-preview/90b0c56eb3bd187d09a8ad612eb4049447d056ad,Spotify public 30s preview; librosa 0.11 beat/chroma/HPSS/RMS/onset analysis
