track_id,spotify_id,title,artist,matched,identity_match,source_spotify_id,source_url,bpm,camelot,key_number,mode,energy,danceability,valence,instrumentalness,drive,groove,brightness,warmth,bass_weight,percussive_ratio,genres,duration_ms,search_match_type
spotify-4JdJb1IvZ2AacLemLGonDy,4JdJb1IvZ2AacLemLGonDy,Hello (The Sun Is Up Where Are You),Mizmo,true,same-recording,3RzMm7UF45THfWav8wVdQa,https://www.mixgraph.io/tracks/mizmo-hello-the-sun-is-up-where-are-you,124,4A,5,0,0.417649057,0.598969731,0.473061183,0.955798476,0.512621,0.463602,0.630252,1,0.767846,0.30517,Electronica,191612,strong
spotify-72qknjLxZXE6iE6h27sIHY,72qknjLxZXE6iE6h27sIHY,nobody (make me feel),"oskar med k, Khalid",true,exact-id,72qknjLxZXE6iE6h27sIHY,https://www.mixgraph.io/tracks/khalid-nobody-make-me-feel,125,11A,6,0,0.555983501,0.628058893,0.526746529,0.904606206,0.639971,0.486765,0.570194,0.673419,0.859559,0.373377,Pop,165146,strong
spotify-0l7cfP9dZBrkkNkR7NXnQO,0l7cfP9dZBrkkNkR7NXnQO,Gimme That Bounce,Mau P,false,,,,,,,,,,,,,,,,,,,,
spotify-10pfamFYvg5ftwq6rGJrWx,10pfamFYvg5ftwq6rGJrWx,Can't Decide,"Max Dean, Luke Dean, Locky",false,,,,,,,,,,,,,,,,,,,,
spotify-3DqOJ2BoddzZpNdty3okJH,3DqOJ2BoddzZpNdty3okJH,RIZZ,AYYBO,true,exact-id,3DqOJ2BoddzZpNdty3okJH,https://www.mixgraph.io/tracks/ayybo-rizz-extended-mix,127,6A,7,0,0.546181533,0.590632903,0.397611874,0.697429184,0.49635,0.784868,0.451412,0.518599,0.886144,0.44659,Tech House,200787,strong
spotify-6KrrcOQiX7NQ4h038wKTUy,6KrrcOQiX7NQ4h038wKTUy,neck,Mau P,true,exact-id,6KrrcOQiX7NQ4h038wKTUy,https://www.mixgraph.io/tracks/mau-p-neck-extended-mix,129,10A,11,0,0.77324667,0.737100906,0.480175841,0.704215712,0.638007,0.496006,0.912431,0.539829,0.84994,0.437027,Tech House,350000,strong
spotify-0PaZ052mHgQ1Ky2uDoa6Tr,0PaZ052mHgQ1Ky2uDoa6Tr,Take It Away,"Lucas Estrada, Heliograph, Palm Brothers, Palau",false,,,,,,,,,,,,,,,,,,,,
spotify-0tlAgfYIDCcJ3qxP9nzmHE,0tlAgfYIDCcJ3qxP9nzmHE,Hypnotized,"Lucas Estrada, Heliograph, Samuel Prince",false,,,,,,,,,,,,,,,,,,,,
spotify-1WEvnyNP1MxPnMsYqFd3dk,1WEvnyNP1MxPnMsYqFd3dk,Your Love,"Heliograph, Amè",false,,,,,,,,,,,,,,,,,,,,
spotify-1YH2pK01IAb9S7JiKT1MPu,1YH2pK01IAb9S7JiKT1MPu,You're So Bad,"Lucas Estrada, Heliograph, Samuel Prince",false,,,,,,,,,,,,,,,,,,,,
spotify-2aTHmDr4tQkdJmVPJyfmgL,2aTHmDr4tQkdJmVPJyfmgL,Nuthin’ But A “G” Thang,"aMouse, Heliograph",false,,,,,,,,,,,,,,,,,,,,
spotify-3Bnc1jf9daAooE7dfYZkV4,3Bnc1jf9daAooE7dfYZkV4,We Dance,"Lucas Estrada, Heliograph, Palau",false,,,,,,,,,,,,,,,,,,,,
spotify-3CGJ2KUaPOprDlKz9XgiF7,3CGJ2KUaPOprDlKz9XgiF7,One Kiss,"Heliograph, Palau",false,,,,,,,,,,,,,,,,,,,,
spotify-3dXrYAexwAonlygTs1cDOn,3dXrYAexwAonlygTs1cDOn,Moonlight,Heliograph,false,,,,,,,,,,,,,,,,,,,,
spotify-6M7jWqrOtwMxycjbYXhipu,6M7jWqrOtwMxycjbYXhipu,Love Everything You Do,Heliograph,true,exact-id,6M7jWqrOtwMxycjbYXhipu,https://www.mixgraph.io/tracks/heliograph-love-everything-you-do,120,1A,8,0,0.719297883,0.64538038,0.454450585,0.827487867,0.621094,0.872969,0.599907,0.792637,0.809734,0.414595,African | Afrobeats,157625,strong
spotify-7LapSXUTWUXy5r55fSi9gf,7LapSXUTWUXy5r55fSi9gf,Dale Papi,"Vidojean X Oliver Loenn, Heliograph, Berat Oz",false,,,,,,,,,,,,,,,,,,,,
spotify-7uS9LjYK2CV7WGWj44tYV7,7uS9LjYK2CV7WGWj44tYV7,Sweat,Heliograph,false,,,,,,,,,,,,,,,,,,,,
spotify-21fAjb3K01LujY841IMbtA,21fAjb3K01LujY841IMbtA,Ira - Yubik Remix,"Enai, Yubik",true,exact-id,21fAjb3K01LujY841IMbtA,https://www.mixgraph.io/tracks/enai-ira-yubik-remix,123,5A,0,0,0.480410644,0.698977621,0.433877367,0.94961504,0.531968,0.748977,0.805047,0.503395,0.797991,0.359461,Melodic House & Techno,343414,strong
spotify-22LA2VZOMM5TEFA7yu1o9B,22LA2VZOMM5TEFA7yu1o9B,World's Perception - Enai Remix,"Hollt, Enai",false,,,,,,,,,,,,,,,,,,,,
spotify-30Z6Dp5Ddy6FN3xjm1XXLS,30Z6Dp5Ddy6FN3xjm1XXLS,DONA,"Argy, Omiki",true,exact-id,30Z6Dp5Ddy6FN3xjm1XXLS,https://www.mixgraph.io/tracks/argy-dona,132,5B,3,1,0.760781153,0.639964821,0.425376213,0.810579587,0.533166,0.8681,0.207924,0.473183,0.874742,0.410842,Melodic House & Techno,269000,strong
spotify-3s7tZDGRWJ4wL8x9na9MKE,3s7tZDGRWJ4wL8x9na9MKE,Dream,Ontonic,true,exact-id,3s7tZDGRWJ4wL8x9na9MKE,https://www.mixgraph.io/tracks/ontonic-dream,120,10A,11,0,0.784959908,0.672967206,0.544234905,0.489353976,0.671713,0.777637,0.680629,0.316156,0.854854,0.401595,Melodic House & Techno | Melodic House,432000,strong
spotify-6n9Nhx5nhAPrsnjQpL8zna,6n9Nhx5nhAPrsnjQpL8zna,Giza,"Anyma, 19:26",false,,,,,,,,,,,,,,,,,,,,
spotify-6u5uJUkN4Virf2lLxRCcve,6u5uJUkN4Virf2lLxRCcve,Universe,Ontonic,true,exact-id,6u5uJUkN4Virf2lLxRCcve,https://www.mixgraph.io/tracks/ontonic-universe,120,2B,6,1,0.45403164,0.816207345,0.532086884,0.723099654,0.461678,0.861289,0.71508,0.203761,0.937458,0.406659,Melodic House & Techno,433228,strong
spotify-2da0QdMmeCnZURi2Pdy2Sj,2da0QdMmeCnZURi2Pdy2Sj,Lavisa,Jason Padrone,false,,,,,,,,,,,,,,,,,,,,
spotify-2yejwvLnmVFtwrMQlaRWgP,2yejwvLnmVFtwrMQlaRWgP,El Dorado,"HotLap, UVITA",true,exact-id,2yejwvLnmVFtwrMQlaRWgP,https://www.mixgraph.io/tracks/hotlap-el-dorado,120,2B,6,1,0.809818311,0.801118494,0.487856818,0.646673279,0.597114,0.844863,0.601238,0.470838,0.862306,0.44066,Afro House,352548,strong
spotify-5jpXBy9DB4kbuNLwGceYOy,5jpXBy9DB4kbuNLwGceYOy,Mind,"KEKURA, Kalyma, YOSHE",false,,,,,,,,,,,,,,,,,,,,
spotify-0G6r9pghzSm8gGfgV64pHn,0G6r9pghzSm8gGfgV64pHn,Melodia,"Argy, MEDUZA, PollyAnna",false,,,,,,,,,,,,,,,,,,,,
spotify-1GBBbKOarAJ38HwIfLcOji,1GBBbKOarAJ38HwIfLcOji,Eternity,"Anyma, Chris Avantgarde",true,exact-id,1GBBbKOarAJ38HwIfLcOji,https://www.mixgraph.io/tracks/chris-avantgarde-eternity-massano-remix-extended-mix,127,8B,0,1,0.864415498,0.638666502,0.486249499,0.577979029,0.75173,0.530513,0.19581,0.56345,0.82565,0.362873,Melodic House & Techno,362500,strong
spotify-6mAIXsvt8eEIKSskw3YPth,6mAIXsvt8eEIKSskw3YPth,Hypnotized (feat. Ellie Goulding),"Anyma, Ellie Goulding",true,exact-id,6mAIXsvt8eEIKSskw3YPth,https://www.mixgraph.io/tracks/anyma-hypnotized,125,7A,2,0,0.526251338,0.632140773,0.473751083,0.827791322,0.474094,0.805052,0.573324,0.720563,0.837687,0.399497,Dance,180540,related
spotify-6XqcxYifLCONJ1UWIX6HHZ,6XqcxYifLCONJ1UWIX6HHZ,Puer,Cherry (UA),false,,,,,,,,,,,,,,,,,,,,
spotify-7KxCyR3pCUqH136EvCDMun,7KxCyR3pCUqH136EvCDMun,Pictures Of You - Cassian Remix,"Anyma, Cassian",false,,,,,,,,,,,,,,,,,,,,
spotify-5z9gPjsnHWvSj6F8rP50Pu,5z9gPjsnHWvSj6F8rP50Pu,Do U Wanna (Extended Mix),"Naarly, Moonshine, Lucas Estrada",false,,,,,,,,,,,,,,,,,,,,
spotify-4dJVDcdrTwB0sDBbw4TfXR,4dJVDcdrTwB0sDBbw4TfXR,Window Shake,"Argy, SOLANCE",true,exact-id,4dJVDcdrTwB0sDBbw4TfXR,https://www.mixgraph.io/tracks/argy-window-shake,129,5B,3,1,0.732243444,0.563073392,0.48152558,0.680294133,0.588269,0.837762,0.576085,0.410089,0.859657,0.421938,Melodic House & Techno,298604,strong
spotify-0Qp3W3eVtMJstjG8wOGYTY,0Qp3W3eVtMJstjG8wOGYTY,You,"LEWS, nobodyknowsjones",true,exact-id,0Qp3W3eVtMJstjG8wOGYTY,https://www.mixgraph.io/tracks/lews-you-extended-mix,123,2A,3,0,0.659152436,0.67942884,0.46296637,0.687093633,0.557976,0.717966,0.403697,0.203518,0.909531,0.411715,Afro House,245853,strong
spotify-35dt2bP4CcBzepyufQbvYZ,35dt2bP4CcBzepyufQbvYZ,Fire Fire,"Shimza, AR/CO, Kasango",true,exact-id,35dt2bP4CcBzepyufQbvYZ,https://www.mixgraph.io/tracks/shimza-fire-fire-extended-mix,125,6A,7,0,0.617383243,0.664910497,0.494905434,0.668356077,0.597336,0.421701,0.518444,0.572,0.864413,0.406241,Afro House,277200,strong
spotify-3hH3ypxqE0JwYq4mfyYmlD,3hH3ypxqE0JwYq4mfyYmlD,Body,"Topic, Fireboy DML, Nico Santos",true,exact-id,3hH3ypxqE0JwYq4mfyYmlD,https://www.mixgraph.io/tracks/nico-santos-body-extended-mix,120,3A,10,0,0.488590225,0.799180051,0.502246917,0.665615981,0.487452,0.78858,0.487966,0.574162,0.845687,0.393678,Dance,352000,strong
spotify-3oKi7Fp9JhDLTKaW6fZLwO,3oKi7Fp9JhDLTKaW6fZLwO,Bad Girls Like You - English Version,"Tobii, DOLLA",false,,,,,,,,,,,,,,,,,,,,
spotify-3VXJln5ZvlvzbsjJFhRhZE,3VXJln5ZvlvzbsjJFhRhZE,Addicted (feat. TIMID.),"Naarly, Daytona, LEWS, FIRSTCLASS, TIMID.",true,exact-id,3VXJln5ZvlvzbsjJFhRhZE,https://www.mixgraph.io/tracks/daytona-addicted-feat-timid-extended-mix,120,1A,8,0,0.426404763,0.785756339,0.464251445,0.818156628,0.493749,0.824009,0.432571,0.716859,0.88213,0.445252,Afro House,189000,strong
spotify-4zBLxrB4WI9tu7wO9PIJM3,4zBLxrB4WI9tu7wO9PIJM3,Aluna (Afro House),Dj Vini,false,,,,,,,,,,,,,,,,,,,,
spotify-5ZUIPLoTLJZrPQh2kFZEUM,5ZUIPLoTLJZrPQh2kFZEUM,Addicted,"Zerb, The Chainsmokers, Ink",true,exact-id,5ZUIPLoTLJZrPQh2kFZEUM,https://www.mixgraph.io/tracks/ink-addicted,120,4A,5,0,0.602558098,0.671241454,0.428321296,0.811170289,0.609803,0.742177,0.394543,0.384933,0.933148,0.375354,Progressive House,152250,strong
spotify-0LGUxRAobq2shxKN3xtnMJ,0LGUxRAobq2shxKN3xtnMJ,Weyu,"Lucas Estrada, Lenji, Amadi Blue",false,,,,,,,,,,,,,,,,,,,,
spotify-0ntYber3YdK1ESxE9LiXoc,0ntYber3YdK1ESxE9LiXoc,Move,"Stryv, Camila Cabello, Malachiii, Adam Port, Keinemusik, Orso",true,same-recording,6NIJqFHB5cHAn064JCP7Li,https://www.mixgraph.io/tracks/adam-port-move-feat-malachiii,120,1A,8,0,0.501270985,0.818815657,0.437107249,0.823801671,0.602535,0.871234,0.39841,0.655953,0.870206,0.456687,Afro House,177598,related
spotify-2D9coh76MCXNqDEUCHl5vl,2D9coh76MCXNqDEUCHl5vl,AWGAZI,"Palm Monkey, RUSSI, The Palm Tree Boy",true,exact-id,2D9coh76MCXNqDEUCHl5vl,https://www.mixgraph.io/tracks/russi-awgazi-extended-mix,118,1A,8,0,0.492185603,0.830551569,0.485578043,0.987620049,0.561951,0.901012,0.682829,0.748332,0.878697,0.420132,Afro House,233898,strong
spotify-418UFQyQAk6qukmov5uHlr,418UFQyQAk6qukmov5uHlr,Temperatura,"Andor Gabriel, Jerome Sydor",false,,,,,,,,,,,,,,,,,,,,
spotify-5nPbKG04fhLkIAjcPFaZq7,5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",true,exact-id,5nPbKG04fhLkIAjcPFaZq7,https://www.mixgraph.io/tracks/hugel-i-adore-you-extended-mix,120,10A,11,0,0.650639163,0.798574485,0.396783422,0.776815047,0.616117,0.88221,0.324549,0.344722,0.878419,0.41479,Afro House,386000,related
spotify-76952ZbAHlgMqrIEMqYkgB,76952ZbAHlgMqrIEMqYkgB,Papaoutai - Afro Soul,"mikeeysmind, Chill77, Unjaps",true,same-recording,2pwED7E7gGr3UR7T3s3LSM,https://www.mixgraph.io/tracks/mikeeysmind-papaoutai-afro-soul,76,1A,8,0,0.380459795,0.639114067,0.484807028,0.896376648,0.584083,0.399773,0.439225,0.862827,0.762395,0.401546,Pop,280033,strong
spotify-7BM311QgIRlXRTZsPCIsQP,7BM311QgIRlXRTZsPCIsQP,Away,"Topic, Sofiya Nzau",false,,,,,,,,,,,,,,,,,,,,
spotify-0KVxwBlnjoxP9BOnZ4OfHo,0KVxwBlnjoxP9BOnZ4OfHo,Dame tu Mano (Take My Hand),"Heliograph, Palau",false,,,,,,,,,,,,,,,,,,,,
spotify-0smB5zD5CJYMtdXvS2qS5A,0smB5zD5CJYMtdXvS2qS5A,Unforgettable,"Alok, Daecolm, Malou",false,,,,,,,,,,,,,,,,,,,,
spotify-1lIT2ZiOQetROcnkCRK4pf,1lIT2ZiOQetROcnkCRK4pf,Azizam,"merchant, Jordan Grace",false,,,,,,,,,,,,,,,,,,,,
